player_id,player_name,positions,def_ast,def_int,def_lg,def_pd,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,misc_td,pass_20,pass_att,pass_cmp,pass_fd,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_20,recv_fd,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_fc,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,rush_att,rush_fd,rush_lg,rush_td,rush_yds,score_conv,score_fr,score_ir,score_kr,score_p,score_pr,score_pts,score_r,score_saf,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
shaquille-richardson,Shaquille Richardson,DB,,3.0,29.0,,,37.0,,37.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shawn-bane,Shawn Bane,WR,,,,,,,,,,,,,,,,,,,,,,,,76.0,3.0,7.0,1.0,6.0,100.0,,94.0,7.0,,,,138.0,,,,,,,,,,1.0,,6.0,,,1.0,,,,,,
shawn-lemon,Shawn Lemon,DE/DL/DB,,,,,6.0,26.0,,26.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shawn-oakman,Shawn Oakman,DL/DB,,,,,6.0,37.0,,37.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shayne-gauthier,Shayne Gauthier,LB,,,,,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,
shea-patterson,Shea Patterson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,11.0,,23.0,,,,,,,,,,,,,,,,
sherrod-baltimore,Sherrod Baltimore,DB,,,,,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silas-stewart,Silas Stewart,LB,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simoni-lawrence,Simoni Lawrence,LB,,3.0,2.0,,4.0,85.0,2.0,85.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,12.0,,,2.0,,,,,,
spencer-moore,Spencer Moore,FB/WR,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanley-bryant,Stanley Bryant,OL,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stansly-maponga,Stansly Maponga,DL/DB,,,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stavros-katsantonis,Stavros Katsantonis,DB,,1.0,22.0,,,24.0,,24.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefan-charles,Stefan Charles,DL/DB,,,,,1.0,4.0,,4.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefan-flintoft,Stefan Flintoft,P/K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,45.0,47.0,1067.0,2.0,2719.0,,,,,,,,,,,,3.0,,,,,,,,,
stefen-banks,Stefen Banks,DL/DB,,,,,5.0,22.0,,22.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steven-dunbar,Steven Dunbar,WR,,,,,,,,,,,,,,,,,,,,,,,,324.0,54.0,79.0,5.0,215.0,724.0,,,,,,,,,,,,,,,,,5.0,,30.0,,,5.0,,,,,,
steven-richardson,Steven Richardson,DL/DB,,,,,6.0,20.0,,20.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tj-lee,T.J. Lee,DB,,4.0,43.0,,,71.0,,71.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeru-yamasaki,Takeru Yamasaki,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,7.0,7.0,162.0,,409.0,,,,,,,,,,,,16.0,,,,8.0,4.0,72.0,13.0,2.0,1.0
taku-lee,Taku Lee,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,2.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,
tanner-cadwallader,Tanner Cadwallader,LB,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanner-green,Tanner GREEN,FB/RB,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,3.0,1.0,4.0,11.0,,,,,,,,,,,,,,,,,1.0,,6.0,,,1.0,,,,,,
taryn-christion,Taryn Christion,QB,,,,,,,,,,,,,6.0,2.0,,,10.0,31.0,4.0,,20.0,,,,,,,,,,,,,,,,6.0,,35.0,,37.0,,,,,,,,,,,,,,,,
tavita-eli,Tavita Eli,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taylor-bertolet,Taylor Bertolet,K,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,4.0,4.0,,641.0,37.0,36.0,611.0,,2181.0,,,,,,,,,,,,86.0,,,,34.0,23.0,324.0,82.0,14.0,13.0
taylor-cornelius,Taylor Cornelius,QB,,,,,,,,,,,,,247.0,143.0,,13.0,203.0,111.0,20.0,9.0,1795.0,,,,,,,,,,,,,,,,21.0,,81.0,1.0,149.0,,,,,,,6.0,1.0,,1.0,,,,,,
ted-laurent,Ted Laurent,DT/DB,,,,,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrance-williams,Terrance Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,10.0,,,,169.0,,,,,,,,,,,,,,,,,,,,,
terrell-jana,Terrell Jana,WR,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terry-williams,Terry Williams,WR/RB,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,4.0,,14.0,20.0,,210.0,27.0,,,,493.0,5.0,,5.0,,5.0,,,,,,,,,,,,,,,,
tevaun-smith,Tevaun Smith,WR,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,194.0,27.0,45.0,,85.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiadric-hansen,Thiadric Hansen,DE/DB,,,,,3.0,8.0,,8.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas-costigan,Thomas Costigan,DL/DB,,,,,6.0,24.0,,24.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tibo-debaillie,Tibo Debaillie,DL/DB,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,
tigie-sankoh,Tigie Sankoh,DB,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tim-bonner,Tim Bonner,DE/DL/DB,,,,,5.0,22.0,,22.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tim-flanders,Tim Flanders,RB,,,,,,,,,,,,,,,,,,,,,,,,74.0,17.0,24.0,1.0,130.0,168.0,,,,,,,,88.0,,108.0,,385.0,,,,,1.0,,6.0,,,1.0,,,,,,
tim-white,Tim White,WR,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,362.0,67.0,89.0,2.0,429.0,897.0,,18.0,3.0,,,,18.0,14.0,,84.0,,94.0,,,,,2.0,,12.0,,,2.0,,,,,,
tobi-antigha,Tobi Antigha,LB/DB,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy-nield,Tommy Nield,WR,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toshiki-sato,Toshiki Sato,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2.0,2.0,32.0,,116.0,,,,,,,,,,,,1.0,,,,,,,,1.0,
tracy-sprinkle,Tracy Sprinkle,DL/DB,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travis-feeney,Travis Feeney,LB/OLB/DL/DB,,,,,1.0,9.0,,9.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tre-roberson,Tre Roberson,DB,1.0,1.0,,3.0,,12.0,1.0,13.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,1.0,,,,,,
tre-watson,Tre Watson,LB/DB,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treston-decoud,Treston Decoud,CB/DB,,,,,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trevor-harris,Trevor HARRIS,QB,,,,,,3.0,,3.0,,,,,327.0,227.0,,8.0,342.0,190.0,33.0,15.0,2635.0,,,,,,,,,,,,,,,,24.0,,78.0,,115.0,,,,,,,,,,,,,,,,
trevor-hoyte,Trevor Hoyte,LB,,,,,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trumaine-washington,Trumaine Washington,DB,,5.0,37.0,,,55.0,1.0,55.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,1.0,,,,,,
tunde-adeleke,Tunde Adeleke,DB,,2.0,7.0,,2.0,60.0,,60.0,7.0,18.0,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,
ty-cranston,Ty Cranston,DB,,1.0,,,,36.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler-crapigna,Tyler Crapigna,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,2.0,2.0,32.0,,132.0,,,,,,,,,,,,17.0,,,,5.0,3.0,37.0,16.0,7.0,7.0
tyler-ternowski,Tyler TERNOWSKI,WR,,,,,,,,,,,,,,,,,,,,,,,,56.0,2.0,3.0,,25.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyquwan-glass,Tyquwan Glass,DB,,,,,1.0,27.0,,27.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrice-beverette,Tyrice Beverette,LB,,,,,1.0,7.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyron-vrede,Tyron Vrede,LB,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,6.0,1.0,1.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyson-middlemost,Tyson MIDDLEMOST,WR,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ufomba-kamalu,Ufomba Kamalu,DT/LB,,,,,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernon-adams,Vernon Adams,QB,,,,,,,,,,,,,239.0,142.0,,9.0,277.0,76.0,14.0,14.0,1949.0,,,,,,,,,,,,,,,,51.0,,135.0,,298.0,,,,,,,,,,,,,,,,
victor-gamboa,Victor Gamboa,DB,,,,,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vincent-desjardins,Vincent Desjardins,DL/DB,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vontae-diggs,Vontae Diggs,LB/OLB,,,,,1.0,5.0,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
walter-fletcher,Walter FLETCHER,RB,,,,,,,,,,,,,,,,,,,,,,,,63.0,22.0,27.0,,152.0,177.0,,71.0,7.0,,,,122.0,67.0,,107.0,,302.0,1.0,,,,,,2.0,,,,,,,,,
wes-hills,Wes Hills,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,8.0,,20.0,,,,,,,,,,,,,,,,
wes-sutton,Wes Sutton,DB,,1.0,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wesley-lewis,Wesley Lewis,WR,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,1.0,,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
william-langlais,William LANGLAIS,RB,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,2.0,5.0,,70.0,3.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,
william-powell,William Powell,RB,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,205.0,48.0,62.0,,307.0,401.0,,,,,,,,197.0,,198.0,4.0,838.0,,,,,,,24.0,4.0,,4.0,,,,,,
william-stanback,William STANBACK,RB,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,90.0,18.0,29.0,,107.0,137.0,,,,,,,,205.0,,276.0,3.0,1205.0,,,,,,,18.0,3.0,,3.0,,,,,,
willie-jefferson,Willie Jefferson,DE/DL/DB,,2.0,6.0,,7.0,23.0,1.0,23.0,45.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,1.0,,,,,,
winston-rose,Winston Rose,DB,1.0,,,3.0,,18.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
woody-baron,Woody Baron,DL/DB,,,,,6.0,18.0,,18.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yurik-bethune,Yurik Bethune,DL/DB,,,,,1.0,2.0,,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zach-collaros,Zach COLLAROS,QB,,,,,,1.0,,1.0,,,,,399.0,281.0,,11.0,553.0,134.0,16.0,23.0,3654.0,,,,,,,,,,,,,,,,11.0,,44.0,,63.0,,,,,,,,,,,,,,,,
zack-williams,Zack Williams,OL,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
