player_id,player_name,positions,def_ff,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
r-still,R. Still,WR,,,,,,,,5.0,3.0,,72.0,1.0,,,,,,,,,,,,22.0,4.0,322.0,8.0,,26.0
r-tabor,R. Tabor,QB,,,,,,,,12.0,,,,303.0,182.0,10.0,27.0,2315.0,,,,,,,,1.0,1.0,3.0,91.0,13.0,663.0
r-weber,R. Weber,TE,,,,,,,,9.0,,,,,,,,,,,,,,,,3.0,1.0,22.0,,,
r-zanovello,R. Zanovello,WR,,,,,,,,4.0,,,,,,,,,,,,,,,,2.0,,5.0,,,
r-zistler,R. Zistler,DT,,,,2.5,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
r-zucchelli,R. Zucchelli,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
randy-abandzounou,Randy Abandzounou,DL/LB,,,,,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
reece-horn,Reece Horn,WR,,,,,,,,12.0,,,,,,,,,,,6.0,,69.0,,,58.0,15.0,677.0,,,
richard-grooten,Richard Grooten,LB/S,1.0,,2.0,,33.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
roedion-henrique,Roedion Henrique,LB/S,1.0,3.0,12.0,,56.0,,,12.0,3.0,,65.0,,,,,,,,,,,,,,,,,,
rohat-dagdelen,Rohat Dagdelen,QB,,,,,,,,11.0,,,,16.0,9.0,,3.0,122.0,1.0,1.0,,,,,,,,,6.0,,11.0
ruben-seeber,Ruben Seeber,LB,,1.0,1.0,,27.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
ryan-rimmler,Ryan Rimmler,K,,,,,,22.0,13.0,12.0,,,,,,,,,38.0,28.0,,,,,,,,,,,
rémi-bertellin,Rémi Bertellin,WR,,,1.0,,,,,12.0,,,,1.0,1.0,,1.0,78.0,,,5.0,1.0,94.0,30.0,1097.0,14.0,1.0,89.0,1.0,,
s-aronokhale,S. Aronokhale,DT,,,3.0,,25.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-barczak,S. Barczak,LB,,,,,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-battle,S. Battle,CB,1.0,1.0,10.0,,68.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-brand,S. Brand,LB,,,2.0,,14.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-busch,S. Busch,DE,1.0,,,2.0,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-butsch,S. Butsch,DE,,,,2.0,21.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-deshotel,S. Deshotel,,,,,,1.0,,,2.0,3.0,,48.0,,,,,,,,,,,,,,,,,,
s-dragan,S. Dragan,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,25.0,3.0,292.0,,,
s-drammeh,S. Drammeh,CB,,,,,10.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
s-dötter,S. Dötter,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,2.0,,8.0,,,
s-egg-lopez,S. Egg-Lopez,CB,,,,,6.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
s-egger,S. Egger,K,,,,,,,,10.0,,,,,,,,,7.0,7.0,,,,,,,,,,,
s-finsson,S. Finsson,LB,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
s-fortes,S. Fortes,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,7.0,1.0,155.0,,,
s-føns,S. Føns,WR,,,,,,,,11.0,8.0,,191.0,,,,,,,,,,,,,38.0,10.0,706.0,6.0,,25.0
s-gabriel,S. Gabriel,LB,,,,,9.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
s-hintermann,S. Hintermann,OG,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
s-huszar,S. Huszar,DE,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
s-idziak,S. Idziak,DE,,,,,7.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-jelvani,S. Jelvani,LB,,,1.0,1.0,20.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
s-karamoko,S. Karamoko,LB,,,2.0,,78.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-kendus,S. Kendus,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,17.0,,141.0,70.0,,235.0
s-kirk,S. Kirk,LB,,,,,6.0,,,6.0,2.0,,19.0,,,,,,,,,,,,,,,,,,
s-kougnaglo,S. Kougnaglo,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,1.0,,15.0,,,
s-maiacher,S. Maiacher,QB,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,
s-maierhofer,S. Maierhofer,K,,,,,,,,5.0,,,,,,,,,,,,,,1.0,47.0,,,,,,
s-nguessan,S. N'Guessan,CB,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
s-nofoagatotoa,S. NOFOAGATOTO'A,DT,,,,0.5,15.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
s-oram-jones,S. Oram-Jones,RB,,,,,,,,9.0,,,,,,,,,,,,,,,,7.0,,38.0,69.0,2.0,306.0
s-platzgummer,S. Platzgummer,RB,,,,,,,,8.0,,,,,,,,,,,,,,,,15.0,1.0,117.0,54.0,3.0,481.0
s-sliman,S. Sliman,TE,,,3.0,2.0,7.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
s-stockhammer,S. Stockhammer,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,14.0
s-van-santen,S. Van Santen,K,,,,,,4.0,3.0,8.0,,,,,,,,,10.0,9.0,,,,,,,,,,,
sebastian-ernst,Sebastian Ernst,LB,,,,,16.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
sebastian-gauthier,Sebastian Gauthier,LB,,,,1.0,15.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
sebastian-huber,Sebastian Huber,LB,,,1.0,0.5,15.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
simon-homadi,Simon Homadi,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,2.0,,21.0,26.0,,163.0
simon-otto,Simon Otto,LB,,,7.0,,43.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
stanley-zeregbe,Stanley Zeregbe,DL/LB,1.0,,2.0,2.0,13.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
szymon-romanowski,Szymon Romanowski,CB/LB,,,1.0,,26.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
t-boedewadt,T. Boedewadt,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
t-bovelle,T. Bovelle,RB,,,,,,,,10.0,,,,,,,,,,,,,,,,9.0,,102.0,91.0,3.0,399.0
t-calbucci,T. Calbucci,LB,,,1.0,,27.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-foster,T. Foster,WR,,,,,1.0,,,11.0,28.0,,650.0,,,,,,,,6.0,1.0,169.0,,,64.0,7.0,826.0,3.0,,5.0
t-gaye,T. Gaye,DT,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
t-guilford-jr,T. Guilford Jr.,CB,,3.0,3.0,,40.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
t-güther,T. Güther,WR,,,,,,,,7.0,,,,,,,,,,,,,,,,11.0,1.0,155.0,,,
t-hauer,T. Hauer,CB,,,,,8.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
t-hild,T. Hild,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,26.0,1.0,245.0,,,
t-jalloh,T. Jalloh,DT,,,1.0,1.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
t-jenček,T. Jenček,DT,,,,1.0,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
t-kempka,T. Kempka,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,4.0,,17.0,24.0,1.0,118.0
t-kleinmann,T. Kleinmann,LB,,2.0,6.0,1.0,58.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-krajacic,T. Krajacic,DE,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
t-landström,T. Landström,WR,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
t-lytvynov,T. Lytvynov,DT,,,,2.5,17.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
t-mössinger,T. Mössinger,TE,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,2.0,,,
t-naylor,T. Naylor,LB,2.0,3.0,8.0,0.5,103.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-nguyen,T. Nguyen,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,8.0,,52.0,,,
t-nuikka,T. Nuikka,LB,,,,3.5,69.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
t-osmański,T. Osmański,CB,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-oyewo,T. Oyewo,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,15.0,,166.0,124.0,5.0,669.0
t-pazourek,T. Pazourek,DE,,,1.0,1.5,40.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
t-pirtle,T. Pirtle,TE,,,,,,,,8.0,,,,,,,,,,,,,,,,3.0,,48.0,,,
t-reglinski,T. Reglinski,RB,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,5.0,4.0,,2.0
t-schürmann,T. Schürmann,LB,,,,,37.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
t-seck,T. Seck,WR,,,,,,,,12.0,5.0,,102.0,,,,,,,,2.0,,13.0,,,29.0,1.0,321.0,17.0,,67.0
t-siebert,T. Siebert,LB,,,4.0,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-skowroński,T. Skowroński,TE,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,
t-steins,T. Steins,LB,,,,1.5,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-tagovailoa,T. Tagovailoa,QB,,,,,,,,2.0,,,,46.0,20.0,2.0,3.0,315.0,,,,,,,,,,,10.0,,46.0
t-todorov,T. Todorov,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,13.0,1.0,197.0,,,
t-vogl,T. Vogl,DE,1.0,1.0,2.0,4.5,28.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
t-waltner,T. Waltner,OT,,,1.0,1.0,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
t-wright,T. Wright,WR,,,,,,,,7.0,9.0,,216.0,,,,,,,,2.0,1.0,95.0,,,15.0,,161.0,,,
terryon-lionel-robinson,Terryon Lionel Robinson,WR,,,,,1.0,,,12.0,,,,5.0,1.0,2.0,,10.0,,,,,,,,41.0,5.0,572.0,6.0,1.0,
thiago-lessow,Thiago Lessow,LB,,,,2.0,26.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
thomas-schaffer,Thomas Schaffer,DL/LB,,,,0.5,12.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
till-janssen,Till Janssen,DB/LB,1.0,2.0,11.0,,34.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tim-unger,Tim Unger,LB,1.0,,1.0,2.0,17.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
timo-bronn,Timo Bronn,LB,,,,,,18.0,14.0,11.0,,,,,,,,,61.0,49.0,,,,27.0,981.0,,,,,,
tobias-bonatti,Tobias Bonatti,RB,,,,,,,,9.0,,,,,,,,,,,,,,,,2.0,,10.0,65.0,5.0,346.0
tobias-rodlauer,Tobias Rodlauer,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,,
tomasz-kiszka,Tomasz Kiszka,,,,,0.5,10.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
toni-rabensteiner,Toni Rabensteiner,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,2.0,,22.0,,,
tony-anderson,Tony Anderson,LB/S,1.0,4.0,7.0,,88.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tyrone-jordan-alexander,Tyrone Jordan Alexander,RB,,,,,,,,12.0,10.0,,252.0,,,,,,,,,,,,,3.0,1.0,43.0,24.0,,96.0
v-bujalla,V. Bujalla,CB,,,,,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
v-dos-santos-brito,V. Dos Santos Brito,DT,,,2.0,2.0,16.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
v-gnahoua,V. Gnahoua,DE,,,1.0,4.0,19.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
v-lempinen,V. Lempinen,LB,,,2.0,2.0,52.0,,,18.0,,,,,,,,,,,,,,,,,,,,,
v-müller,V. Müller,CB,,1.0,1.0,,3.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
v-nosza,V. Nosza,LB,2.0,,1.0,,21.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
v-omorodion,V. Omorodion,LB,,1.0,2.0,,34.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
v-sprenger,V. Sprenger,OG,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
vincent-buffet,Vincent Buffet,DL/LB,1.0,,1.0,3.0,31.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
vincent-müller,Vincent Müller,LB,,1.0,1.0,,28.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
vito-millauer,Vito Millauer,DL/LB,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
victor-albarracin,Víctor Albarracín,LB,,,1.0,1.5,39.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
w-dendele,W. Dendele,DT,,,,1.5,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
w-lydle,W. Lydle,DT,,,1.0,5.0,33.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
w-patterson,W. Patterson,WR,,,,,,,,12.0,3.0,,104.0,,,,,,,,14.0,3.0,361.0,,,57.0,9.0,754.0,58.0,6.0,548.0
w-petion,W. Petion,CB,1.0,1.0,1.0,,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
w-said,W. Said,CB,,,3.0,,29.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
w-simka,W. Simka,CB,,2.0,9.0,,29.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
w-szymański,W. Szymański,K,,,,,,1.0,,4.0,,,,,,,,,1.0,,,,,3.0,102.0,,,,,,
wael-nasri,Wael Nasri,LB,,,1.0,,80.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
william-james,William James,CB/LB,,,,1.0,21.0,,,9.0,3.0,,57.0,,,,,,,,1.0,,27.0,,,,,,,,
y-hinder,Y. Hinder,LB,2.0,,1.0,,95.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
y-polin,Y. Polin,RB,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,20.0,8.0,,65.0
y-raji,Y. Raji,OT,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
y-sanchez-moreno,Y. Sanchez Moreno,CB,,,1.0,,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
y-schnieper,Y. Schnieper,LB,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
yago-rivero,Yago Rivero,LB,,,1.0,1.5,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
yannick-mayr,Yannick Mayr,WR,,,,,,,,10.0,7.0,,198.0,1.0,1.0,,,52.0,,,,,,,,37.0,3.0,572.0,1.0,,2.0
z-dancsó,Z. Dancsó,QB,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
z-halász,Z. Halász,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
z-ugapo,Z. Ugapo,DE,2.0,,,3.0,34.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
zinedin-bendjabou,Zinedin Bendjabou,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,13.0,3.0,227.0,1.0,,
łukasz-gembara,Łukasz Gembara,LB,,,,,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
š-škrabiš,Š. Škrabiš,LB,1.0,,2.0,2.0,56.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
š-švec,Š. Švec,CB,,,,,9.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
